lastfm_artist_info_request	Linkin Park
lastfm_artist_info_request	Dead by Sunrise
lastfm_artist_info_request	All American Rejects
lastfm_artist_info_request	Enrique Iglesias

lastfm_artist_info_request	Amir Derakh
lastfm_artist_info_request	Brad Delson
lastfm_artist_info_request	Brandon Belsky
lastfm_artist_info_request	Chester Bennington
lastfm_artist_info_request	Dave Farrell
lastfm_artist_info_request	Elias Andra
lastfm_artist_info_request	Fu Valcic
lastfm_artist_info_request	Joe Hahn
lastfm_artist_info_request	Julien-K
lastfm_artist_info_request	Mike Shinoda
lastfm_artist_info_request	Orgy
lastfm_artist_info_request	Rob Bourdon
lastfm_artist_info_request	Ryan Shuck

lastfm_artist_info_request	Linkin Park
lastfm_artist_info_request	Jay-Z and Linkin Park
lastfm_artist_info_request	Linkin Park & Jay-Z
lastfm_artist_info_request	Jay-Z & Linkin Park
lastfm_artist_info_request	Busta Rhymes feat Linkin Park
lastfm_artist_info_request	Busta Rhymes Feat. Linkin Park
lastfm_artist_info_request	Britney Spears vs Linkin Park
lastfm_artist_info_request	Jay-Z/ Linkin Park
lastfm_artist_info_request	Jay-Z/Linkin Park
lastfm_artist_info_request	Busta Rhymes Ft. Linkin Park
lastfm_artist_info_request	Busta Rhymes Ft Linkin Park
lastfm_artist_info_request	Busta Rhymes f. Linkin Park
lastfm_artist_info_request	Linkin' Park
lastfm_artist_info_request	Linkin Park & Adema
lastfm_artist_info_request	Busta Rhymes & Linkin Park
lastfm_artist_info_request	Big Jaz/Jay-Z/Linkin Park
lastfm_artist_info_request	Chester Bennington of Linkin Park
lastfm_artist_info_request	Linkin Park - [EMG]
lastfm_artist_info_request	Linkin Park & Paramore
lastfm_artist_info_request	Linkin Park vs Jay Z
lastfm_artist_info_request	Britney Spears vs. Linkin Park
lastfm_artist_info_request	Linkin Park/JayZ
lastfm_artist_info_request	LinkinPark
lastfm_artist_info_request	String Quartet Tribute to Linkin park
lastfm_artist_info_request	Linkin Park feat. Jay-Z
lastfm_artist_info_request	Jay Z & Linkin Park
lastfm_artist_info_request	Fort Minor (Mike Shinoda Of Linkin Park Group)
lastfm_artist_info_request	Linkin Park ft. Busta Rhymes
lastfm_artist_info_request	Linkin Park Vs. Jay-Z
